indicator,strategy_type,percentile,threshold,horizon,signal_accuracy,signal_count,information_gain,total_days
balance_uk_government,short,85,61245.013499680004,360d,1.0,285.0,0.5346804595592369,1513
balance_uk_government,short,90,61245.013862060005,360d,1.0,285.0,0.5346804595592369,1513
balance_uk_government,short,91,61245.013862060005,360d,1.0,285.0,0.5346804595592369,1513
balance_uk_government,short,92,61245.013862060005,360d,1.0,285.0,0.5346804595592369,1513
balance_uk_government,short,93,61245.013862060005,360d,1.0,285.0,0.5346804595592369,1513
balance_uk_government,short,94,61245.013862060005,360d,1.0,285.0,0.5346804595592369,1513
active_more_1y_percent,long,60,0.6192002807072642,720d,1.0,1314.0,0.3563052079775101,3284
taproot_adoption,short,91,0.4714703973427124,720d,1.0,137.0,0.31052288005279377,1517
taproot_adoption,short,92,0.4801471512295354,720d,1.0,122.0,0.26952902530552564,1517
balance_luna_foundation_guard,short,4,313.00006913,360d,1.0,102.0,0.26185349951294445,1335
balance_luna_foundation_guard,short,5,313.00006913,360d,1.0,102.0,0.26185349951294445,1335
balance_luna_foundation_guard,short,6,313.00006913,360d,1.0,102.0,0.26185349951294445,1335
balance_luna_foundation_guard,short,7,313.00006913,360d,1.0,102.0,0.26185349951294445,1335
options_atm_implied_volatility_6_months,short,10,46.06017386076923,720d,1.0,168.0,0.2536165255702465,1674
balance_robinhood,short,93,155648.96571686602,360d,1.0,93.0,0.2486161214837334,1321
taproot_adoption,short,93,0.49284731135884546,720d,1.0,113.0,0.2460860582317243,1517
taproot_adoption,short,94,0.5119926488230968,720d,1.0,113.0,0.2460860582317243,1517
taproot_adoption,short,95,0.528593467959105,720d,1.0,113.0,0.2460860582317243,1517
taproot_adoption,short,96,0.547618416372683,720d,1.0,113.0,0.2460860582317243,1517
taproot_adoption,short,97,0.5649338379415694,720d,1.0,113.0,0.2460860582317243,1517
taproot_adoption,short,98,0.6042560580439569,720d,1.0,113.0,0.2460860582317243,1517
taproot_adoption,short,99,0.6618655709432342,720d,1.0,113.0,0.2460860582317243,1517
active_more_1y_percent,long,70,0.6341353291767323,720d,1.0,985.0,0.24047301069005633,3284
taproot_adoption,short,90,0.4634907998229356,360d,1.0,152.0,0.23857314943199426,1517
options_atm_implied_volatility_3_months,short,9,41.355695515459345,720d,1.0,151.0,0.22427703516242126,1674
options_atm_implied_volatility_6_months,short,9,45.49100925271648,720d,1.0,151.0,0.22427703516242126,1674
network_capacity_sum,long,60,4005.32706158,360d,0.999104744852283,1117.0,0.21808198166557213,2791
network_capacity_sum,long,60,4005.32706158,720d,0.999104744852283,1117.0,0.21262213430199328,2791
taproot_adoption,short,91,0.4714703973427124,360d,1.0,137.0,0.21189181908847876,1517
balance_robinhood,short,94,156052.448147984,360d,1.0,80.0,0.2085442656041921,1321
balance_bhutan_government,long,70,8492.223974199997,360d,1.0,504.0,0.19852538704022749,1678
options_atm_implied_volatility_3_months,short,8,40.9677926514989,720d,1.0,134.0,0.1959445792201051,1674
options_atm_implied_volatility_6_months,short,8,44.978099221063744,720d,1.0,134.0,0.1959445792201051,1674
options_atm_implied_volatility_6_months,short,10,46.06017386076923,360d,1.0,168.0,0.1905437339955356,1674
taproot_adoption,short,92,0.4801471512295354,360d,1.0,122.0,0.18603326751214766,1517
active_5y_7y,short,92,1799651.9417395373,360d,1.0,263.0,0.18383007346855385,3284
balance_tether_treasury,short,6,0.0242419,720d,1.0,178.0,0.18340589582671513,2852
base_fee_median,long,40,0.9,360d,1.0,618.0,0.17679269334516212,1429
balance_robinhood,short,90,154586.79811554,120d,1.0,133.0,0.17091230945748637,1321
taproot_adoption,short,93,0.49284731135884546,360d,1.0,113.0,0.17088732094370462,1517
taproot_adoption,short,94,0.5119926488230968,360d,1.0,113.0,0.17088732094370462,1517
taproot_adoption,short,95,0.528593467959105,360d,1.0,113.0,0.17088732094370462,1517
taproot_adoption,short,96,0.547618416372683,360d,1.0,113.0,0.17088732094370462,1517
taproot_adoption,short,97,0.5649338379415694,360d,1.0,113.0,0.17088732094370462,1517
taproot_adoption,short,98,0.6042560580439569,360d,1.0,113.0,0.17088732094370462,1517
taproot_adoption,short,99,0.6618655709432342,360d,1.0,113.0,0.17088732094370462,1517
balance_robinhood,short,95,156314.16224145002,360d,1.0,67.0,0.17064105430220405,1321
options_atm_implied_volatility_3_months,short,7,40.574006798978026,720d,1.0,118.0,0.1701224780220274,1674
options_atm_implied_volatility_6_months,short,7,44.55834026023297,720d,1.0,118.0,0.1701224780220274,1674
options_atm_implied_volatility_3_months,short,9,41.355695515459345,360d,1.0,151.0,0.16922578548615075,1674
options_atm_implied_volatility_6_months,short,9,45.49100925271648,360d,1.0,151.0,0.16922578548615075,1674
balance_uk_government,short,95,61245.013864244,720d,1.0,79.0,0.16588565536642963,1513
balance_uk_government,short,96,61245.013873198404,720d,1.0,79.0,0.16588565536642963,1513
balance_uk_government,short,97,61245.01391414,720d,1.0,79.0,0.16588565536642963,1513
active_5y_7y,short,93,1887382.1106466586,360d,1.0,230.0,0.1585578664056868,3284
us_spot_etf_balances_all,long,85,203451.6930191329,360d,1.0,518.0,0.15617148346314172,610
us_spot_etf_balances_all,long,85,203451.6930191329,720d,1.0,518.0,0.15617148346314172,610
network_capacity_sum,long,70,4722.02954611,360d,1.0,838.0,0.1522477468688157,2791
balance_robinhood,short,91,154805.05456163202,120d,1.0,119.0,0.15118988371730602,1321
perpetuals_reference_rate,long,30,23539.07725581395,360d,1.0,635.0,0.15087812227565378,2117
network_capacity_sum,long,70,4722.02954611,720d,1.0,838.0,0.1485716208017771,2791
options_atm_implied_volatility_3_months,short,8,40.9677926514989,360d,1.0,134.0,0.14843258087813604,1674
options_atm_implied_volatility_6_months,short,8,44.978099221063744,360d,1.0,134.0,0.14843258087813604,1674
reserve_risk,long,20,0.001475200806261826,720d,1.0,657.0,0.1469986710590565,3284
active_more_1y_percent,long,80,0.6570438536370043,720d,1.0,657.0,0.1469986710590565,3284
active_more_2y_percent,long,80,0.5310827635808475,720d,1.0,657.0,0.1469986710590565,3284
balance_tether_treasury,short,5,0.0241327,720d,1.0,144.0,0.14519871357484965,2852
options_atm_implied_volatility_3_months,short,6,39.96309357893714,720d,1.0,101.0,0.14351326045934043,1674
options_atm_implied_volatility_6_months,short,6,44.191036304087916,720d,1.0,101.0,0.14351326045934043,1674
active_more_2y_percent,long,80,0.5310827635808475,360d,1.0,657.0,0.14132271015528275,3284
active_5y_7y,short,94,1902091.6977617186,360d,1.0,197.0,0.13400254373679443,3284
balance_robinhood,short,92,155232.21473854,120d,1.0,106.0,0.13328785793318865,1321
inscriptions_size_sum,long,93,4616369313.711667,360d,1.0,937.0,0.13313210534373682,1008
inscriptions_size_sum,long,93,4616369313.711667,720d,1.0,937.0,0.13313210534373682,1008
inscriptions_count_sum,long,93,16252011.638333336,360d,1.0,937.0,0.13313210534373682,1008
inscriptions_count_sum,long,93,16252011.638333336,720d,1.0,937.0,0.13313210534373682,1008
balance_robinhood,short,96,156649.723361698,360d,1.0,53.0,0.1318769630295804,1321
balance_bhutan_government,long,70,8492.223974199997,720d,1.0,504.0,0.13123635948730095,1678
us_spot_etf_balances_all,long,80,196865.4121163587,360d,1.0,488.0,0.13071425019712973,610
us_spot_etf_balances_all,long,80,196865.4121163587,720d,1.0,488.0,0.13071425019712973,610
options_atm_implied_volatility_3_months,short,7,40.574006798978026,360d,1.0,118.0,0.12931576997120153,1674
options_atm_implied_volatility_6_months,short,7,44.55834026023297,360d,1.0,118.0,0.12931576997120153,1674
balance_vaneck,long,80,14522.86964722,360d,1.0,498.0,0.129059918262399,621
balance_vaneck,long,80,14522.86964722,720d,1.0,498.0,0.129059918262399,621
balance_tether_treasury,short,6,0.0242419,360d,1.0,178.0,0.12836402874596076,2852
balance_blackrock,long,80,627935.48367966,360d,1.0,497.0,0.12836318616564824,621
balance_blackrock,long,80,627935.48367966,720d,1.0,497.0,0.12836318616564824,621
balance_bhutan_government,long,80,11725.24012294,360d,1.0,348.0,0.12692146264788773,1678
inscriptions_size_sum,long,92,4596928050.293334,360d,1.0,927.0,0.12528914014254172,1008
inscriptions_size_sum,long,92,4596928050.293334,720d,1.0,927.0,0.12528914014254172,1008
inscriptions_count_sum,long,92,16073495.040000001,360d,1.0,927.0,0.12528914014254172,1008
inscriptions_count_sum,long,92,16073495.040000001,720d,1.0,927.0,0.12528914014254172,1008
balance_luna_foundation_guard,short,4,313.00006913,120d,1.0,102.0,0.12394996707667427,1335
balance_luna_foundation_guard,short,5,313.00006913,120d,1.0,102.0,0.12394996707667427,1335
balance_luna_foundation_guard,short,6,313.00006913,120d,1.0,102.0,0.12394996707667427,1335
balance_luna_foundation_guard,short,7,313.00006913,120d,1.0,102.0,0.12394996707667427,1335
outflows_mtgox_trustee,long,85,102950.69572450998,720d,1.0,553.0,0.12067663267874107,3284
inscriptions_size_sum,long,91,4584456276.366667,360d,1.0,917.0,0.11861621903765748,1008
inscriptions_size_sum,long,91,4584456276.366667,720d,1.0,917.0,0.11861621903765748,1008
inscriptions_count_sum,long,91,15966054.448333334,360d,1.0,917.0,0.11861621903765748,1008
inscriptions_count_sum,long,91,15966054.448333334,720d,1.0,917.0,0.11861621903765748,1008
options_atm_implied_volatility_3_months,short,5,39.45223039604762,720d,1.0,84.0,0.11769338570220733,1674
options_atm_implied_volatility_6_months,short,5,43.95474644561538,720d,1.0,84.0,0.11769338570220733,1674
options_open_interest_put_call_ratio,short,5,0.4262743239430898,720d,1.0,84.0,0.11744182645756407,1675
balance_uk_government,short,95,61245.013864244,360d,1.0,79.0,0.11701222766663799,1513
balance_uk_government,short,96,61245.013873198404,360d,1.0,79.0,0.11701222766663799,1513
balance_uk_government,short,97,61245.01391414,360d,1.0,79.0,0.11701222766663799,1513
outflows_mtgox_trustee,long,85,102950.69572450998,360d,1.0,553.0,0.11605074162578377,3284
balance_robinhood,short,93,155648.96571686602,120d,1.0,93.0,0.11576289368757198,1321
balance_tether_treasury,short,4,0.024076550000000002,720d,1.0,115.0,0.11394571279649501,2852
inscriptions_size_sum,long,90,4570383996.333334,360d,1.0,907.0,0.11280490961850582,1008
inscriptions_size_sum,long,90,4570383996.333334,720d,1.0,907.0,0.11280490961850582,1008
inscriptions_count_sum,long,90,15916651.816666666,360d,1.0,907.0,0.11280490961850582,1008
inscriptions_count_sum,long,90,15916651.816666666,720d,1.0,907.0,0.11280490961850582,1008
base_fee_median,long,20,0.5,360d,1.0,439.0,0.1126430289208622,1429
base_fee_median,long,30,0.5,360d,1.0,439.0,0.1126430289208622,1429
cyd_account_based_supply_adjusted,short,5,185.94444575743407,360d,1.0,165.0,0.11083053678561539,3284
stock_to_flow_deflection,short,5,0.09181477833894416,360d,1.0,165.0,0.11083053678561539,3284
marketcap_thermocap_ratio,short,5,3.71562519715311e-07,360d,1.0,165.0,0.11083053678561539,3284
active_5y_7y,short,95,1961510.9295525665,360d,1.0,165.0,0.11083053678561539,3284
options_atm_implied_volatility_3_months,short,6,39.96309357893714,360d,1.0,101.0,0.10946049405642355,1674
options_atm_implied_volatility_6_months,short,6,44.191036304087916,360d,1.0,101.0,0.10946049405642355,1674
active_more_1y_percent,long,85,0.6634616468278508,720d,1.0,493.0,0.10609616840840796,3284
active_more_2y_percent,long,85,0.5393855046451549,720d,1.0,493.0,0.10609616840840796,3284
balance_grayscale_trust,short,95,657437.5098579939,360d,1.0,141.0,0.10449994573904131,2815
balance_tether_treasury,short,5,0.0241327,360d,1.0,144.0,0.10237769339509639,2852
active_more_1y_percent,long,85,0.6634616468278508,360d,1.0,493.0,0.1020449865420382,3284
active_more_2y_percent,long,85,0.5393855046451549,360d,1.0,493.0,0.1020449865420382,3284
balance_robinhood,short,94,156052.448147984,120d,1.0,80.0,0.09859759463185935,1321
us_spot_etf_balances_all,long,70,191142.62723639398,360d,1.0,427.0,0.09613920387763555,610
us_spot_etf_balances_all,long,70,191142.62723639398,720d,1.0,427.0,0.09613920387763555,610
balance_blackrock,long,70,576046.1101970801,360d,1.0,436.0,0.09491296437367613,621
balance_blackrock,long,70,576046.1101970801,720d,1.0,436.0,0.09491296437367613,621
balance_vaneck,long,70,14275.40116763,360d,1.0,435.0,0.09447305884141047,621
balance_vaneck,long,70,14275.40116763,720d,1.0,435.0,0.09447305884141047,621
network_capacity_sum,long,80,4991.79116769,360d,1.0,559.0,0.09400093135652798,2791
channel_size_median,long,80,0.01535262,360d,1.0,559.0,0.09400093135652798,2791
perpetuals_reference_rate,long,20,18145.915948191243,360d,1.0,424.0,0.09328059926116827,2117
options_atm_implied_volatility_3_months,short,4,39.041008304898135,720d,1.0,67.0,0.09260693560088851,1674
options_atm_implied_volatility_6_months,short,4,43.59996018176703,720d,1.0,67.0,0.09260693560088851,1674
options_open_interest_put_call_ratio,short,4,0.4236467622024679,720d,1.0,67.0,0.09241187609733947,1675
network_capacity_sum,long,80,4991.79116769,720d,1.0,559.0,0.09176609725686535,2791
channel_size_median,long,80,0.01535262,720d,1.0,559.0,0.09176609725686535,2791
inscriptions_size_sum,long,85,4353567085.508333,360d,1.0,856.0,0.09111151841794513,1008
inscriptions_size_sum,long,85,4353567085.508333,720d,1.0,856.0,0.09111151841794513,1008
inscriptions_count_sum,long,85,15353670.808333332,360d,1.0,856.0,0.09111151841794513,1008
inscriptions_count_sum,long,85,15353670.808333332,720d,1.0,856.0,0.09111151841794513,1008
options_atm_implied_volatility_3_months,short,5,39.45223039604762,360d,1.0,84.0,0.09005158018764392,1674
options_atm_implied_volatility_6_months,short,5,43.95474644561538,360d,1.0,84.0,0.09005158018764392,1674
options_open_interest_put_call_ratio,short,5,0.4262743239430898,360d,1.0,84.0,0.08988829193865511,1675
balance_tether_treasury,long,10,0.024334626,120d,1.0,286.0,0.08850470294996804,2852
balance_bhutan_government,long,85,12372.2771847705,360d,1.0,252.0,0.08807825519451207,1678
cyd,short,4,2610478273.2102213,360d,1.0,132.0,0.0875519126483767,3284
cyd_account_based_supply_adjusted,short,4,185.34942092566493,360d,1.0,132.0,0.0875519126483767,3284
cyd_account_based,short,4,3191372177.022355,360d,1.0,132.0,0.0875519126483767,3284
hodled_lost_coins,short,96,8188920.320766396,360d,1.0,132.0,0.0875519126483767,3284
stock_to_flow_deflection,short,4,0.08797507720564209,360d,1.0,132.0,0.0875519126483767,3284
cyd_supply_adjusted,short,4,144.63800122206857,360d,1.0,132.0,0.0875519126483767,3284
marketcap_thermocap_ratio,short,4,3.676527531689744e-07,360d,1.0,132.0,0.0875519126483767,3284
active_5y_7y,short,96,1986277.8004474868,360d,1.0,132.0,0.0875519126483767,3284
dvol_ohlc,long,20,41.7945,360d,1.0,728.0,0.08549466812298645,910
dvol_ohlc,long,20,41.7945,720d,1.0,728.0,0.08549466812298645,910
balance_bhutan_government,long,80,11725.24012294,720d,1.0,348.0,0.08446812342512322,1678
network_capacity_sum,short,96,5400.112618710001,360d,1.0,112.0,0.08433782486193331,2791
balance_tether_treasury,short,3,0.024076550000000002,720d,1.0,86.0,0.0837974719163056,2852
balance_grayscale_trust,short,96,658376.994922798,360d,1.0,113.0,0.08276208325988199,2815
balance_robinhood,short,95,156314.16224145002,120d,1.0,67.0,0.08177584919499714,1321
balance_tether_treasury,short,4,0.024076550000000002,360d,1.0,115.0,0.08080083242310254,2852
balance_tether_treasury,long,9,0.02428012,120d,1.0,261.0,0.08023177093911238,2852
inscriptions_size_sum,long,80,4236458498.7000003,360d,1.0,806.0,0.07672248091591091,1008
inscriptions_size_sum,long,80,4236458498.7000003,720d,1.0,806.0,0.07672248091591091,1008
inscriptions_count_sum,long,80,14402310.133333333,360d,1.0,806.0,0.07672248091591091,1008
inscriptions_count_sum,long,80,14402310.133333333,720d,1.0,806.0,0.07672248091591091,1008
outflows_mtgox_trustee,long,90,102950.69610754997,720d,1.0,358.0,0.07475785949060909,3284
outflows_mtgox_trustee,long,91,102950.69610754997,720d,1.0,358.0,0.07475785949060909,3284
outflows_mtgox_trustee,long,92,102950.69610754997,720d,1.0,358.0,0.07475785949060909,3284
outflows_mtgox_trustee,long,93,102950.69610754997,720d,1.0,358.0,0.07475785949060909,3284
outflows_mtgox_trustee,long,94,102950.69610754997,720d,1.0,358.0,0.07475785949060909,3284
outflows_mtgox_trustee,long,95,102950.69610754997,720d,1.0,358.0,0.07475785949060909,3284
balance_tether_treasury,long,8,0.02427466,120d,1.0,240.0,0.07336892860501776,2852
us_spot_etf_balances_all,long,60,187496.97714850353,360d,1.0,368.0,0.07318938429948263,610
us_spot_etf_balances_all,long,60,187496.97714850353,720d,1.0,368.0,0.07318938429948263,610
base_fee_median,long,40,0.9,720d,1.0,618.0,0.07283246090647838,1429
outflows_mtgox_trustee,long,90,102950.69610754997,360d,1.0,358.0,0.07192623283002808,3284
outflows_mtgox_trustee,long,91,102950.69610754997,360d,1.0,358.0,0.07192623283002808,3284
outflows_mtgox_trustee,long,92,102950.69610754997,360d,1.0,358.0,0.07192623283002808,3284
outflows_mtgox_trustee,long,93,102950.69610754997,360d,1.0,358.0,0.07192623283002808,3284
outflows_mtgox_trustee,long,94,102950.69610754997,360d,1.0,358.0,0.07192623283002808,3284
outflows_mtgox_trustee,long,95,102950.69610754997,360d,1.0,358.0,0.07192623283002808,3284
balance_blackrock,long,60,556267.00920673,360d,1.0,373.0,0.07130627476804999,621
balance_blackrock,long,60,556267.00920673,720d,1.0,373.0,0.07130627476804999,621
balance_vaneck,long,60,13999.648689290001,360d,1.0,373.0,0.07130627476804999,621
balance_vaneck,long,60,13999.648689290001,720d,1.0,373.0,0.07130627476804999,621
options_atm_implied_volatility_3_months,short,4,39.041008304898135,360d,1.0,67.0,0.07106674594290441,1674
options_atm_implied_volatility_6_months,short,4,43.59996018176703,360d,1.0,67.0,0.07106674594290441,1674
balance_bitwise,long,60,38799.599316210006,360d,1.0,374.0,0.07100275583430399,623
balance_bitwise,long,60,38799.599316210006,720d,1.0,374.0,0.07100275583430399,623
options_open_interest_put_call_ratio,short,4,0.4236467622024679,360d,1.0,67.0,0.07093906876041911,1675
options_atm_implied_volatility_3_months,short,3,38.38760441108501,720d,1.0,51.0,0.06962186915321844,1674
options_atm_implied_volatility_6_months,short,3,42.80665053202417,720d,1.0,51.0,0.06962186915321844,1674
options_open_interest_put_call_ratio,short,3,0.41965987839907687,720d,1.0,51.0,0.06947712144733209,1675
txs_count_sum,long,80,73913.4,360d,1.0,287.0,0.06881700658155321,1433
txs_count_distribution,long,80,8212.6,360d,1.0,287.0,0.06881700658155321,1433
min_10_count,long,90,155398.4,720d,1.0,329.0,0.0682729366139474,3284
reserve_risk,long,10,0.0010611195966113863,720d,1.0,329.0,0.0682729366139474,3284
cyd_supply_adjusted,long,10,153.27843490680195,720d,1.0,329.0,0.0682729366139474,3284
active_more_1y_percent,long,90,0.6774770772946374,720d,1.0,329.0,0.0682729366139474,3284
active_more_2y_percent,long,90,0.5481170768973815,720d,1.0,329.0,0.0682729366139474,3284
active_more_3y_percent,long,10,0.2727340748539158,720d,1.0,329.0,0.0682729366139474,3284
network_capacity_sum,long,85,5132.67314148,360d,1.0,419.0,0.06802473866299885,2791
channel_size_mean,long,85,0.08373431025788558,360d,1.0,419.0,0.06802473866299885,2791
channel_size_median,long,85,0.01749556,360d,1.0,419.0,0.06802473866299885,2791
futures_open_interest_cash_margin_sum,long,20,2804.08941802,720d,1.0,491.0,0.06679833610732167,2451
balance_tesla,short,3,11509.30271486,720d,1.0,51.0,0.06655733536013064,1696
balance_blackrock,long,9,159319.90311636397,60d,1.0,56.0,0.06647034337778257,621
network_capacity_sum,long,85,5132.67314148,720d,1.0,419.0,0.06641763496527042,2791
channel_size_mean,long,85,0.08373431025788558,720d,1.0,419.0,0.06641763496527042,2791
channel_size_median,long,85,0.01749556,720d,1.0,419.0,0.06641763496527042,2791
balance_wbtc,long,20,1041.20181909,720d,1.0,500.0,0.06604015572260002,2486
balance_bitwise,long,9,24114.3123361848,60d,1.0,56.0,0.06596591593513612,623
reserve_risk,long,10,0.0010611195966113863,360d,1.0,329.0,0.06569112735197224,3284
cyd_supply_adjusted,long,10,153.27843490680195,360d,1.0,329.0,0.06569112735197224,3284
lth_profit_sum,long,10,8358877.690799673,360d,1.0,329.0,0.06569112735197224,3284
active_more_1y_percent,long,90,0.6774770772946374,360d,1.0,329.0,0.06569112735197224,3284
active_more_2y_percent,long,90,0.5481170768973815,360d,1.0,329.0,0.06569112735197224,3284
balance_grayscale_trust,short,97,659463.81490049,360d,1.0,90.0,0.06529301977523116,2815
futures_estimated_leverage_ratio,long,20,0.15388549014424097,720d,1.0,501.0,0.06511983304481828,2504
options_open_interest_put_call_ratio,short,5,0.4262743239430898,120d,1.0,84.0,0.06503855384665125,1675
cyd,short,3,2547092588.258186,360d,1.0,99.0,0.0648623997719544,3284
cyd_account_based_supply_adjusted,short,3,184.94370553113842,360d,1.0,99.0,0.0648623997719544,3284
cyd_account_based,short,3,3127106268.357558,360d,1.0,99.0,0.0648623997719544,3284
hodled_lost_coins,short,97,8198220.919674804,360d,1.0,99.0,0.0648623997719544,3284
reserve_risk,short,3,0.0009027035759796659,360d,1.0,99.0,0.0648623997719544,3284
stock_to_flow_deflection,short,3,0.08555981286360581,360d,1.0,99.0,0.0648623997719544,3284
cyd_supply_adjusted,short,3,143.75902785600616,360d,1.0,99.0,0.0648623997719544,3284
marketcap_thermocap_ratio,short,3,3.5782664242525693e-07,360d,1.0,99.0,0.0648623997719544,3284
active_5y_7y,short,97,2043628.6266932585,360d,1.0,99.0,0.0648623997719544,3284
balance_wbtc,short,4,73.43432911000001,120d,1.0,106.0,0.06458190275158127,2486
balance_robinhood,short,96,156649.723361698,120d,1.0,53.0,0.06402719999159989,1321
dvol_ohlc,long,30,45.85875,360d,1.0,637.0,0.06327428515824099,910
dvol_ohlc,long,30,45.85875,720d,1.0,637.0,0.06327428515824099,910
balance_vaneck,long,8,4016.80637385,60d,1.0,53.0,0.06269352797639605,621
network_capacity_sum,short,97,5427.628589863,360d,1.0,84.0,0.0625080959575468,2791
nodes_count,short,3,1058.9,360d,1.0,84.0,0.0625080959575468,2791
balance_luna_foundation_guard,long,70,313.03430977,720d,1.0,992.0,0.06228490666135453,1335
balance_tether_treasury,long,7,0.02425828,120d,1.0,204.0,0.06178212243782788,2852
balance_blackrock,long,8,126950.12986249001,60d,1.0,52.0,0.06144046543244153,621
balance_franklin_templeton,long,8,2406.9994915800003,60d,1.0,51.0,0.0613516210426398,616
min_10_count,long,91,155608.65,720d,1.0,296.0,0.06099354211739105,3284
cyd_account_based_supply_adjusted,long,9,188.88196987594057,720d,1.0,296.0,0.06099354211739105,3284
reserve_risk,long,9,0.0010298367540191474,720d,1.0,296.0,0.06099354211739105,3284
cyd_supply_adjusted,long,9,152.0914051292158,720d,1.0,296.0,0.06099354211739105,3284
active_more_1y_percent,long,91,0.6804542114109917,720d,1.0,296.0,0.06099354211739105,3284
active_more_2y_percent,long,91,0.5536044275630354,720d,1.0,296.0,0.06099354211739105,3284
active_more_3y_percent,long,9,0.2722566288353651,720d,1.0,296.0,0.06099354211739105,3284
balance_bitwise,long,8,22730.43339135,60d,1.0,51.0,0.059735173871742764,623
balance_tether_treasury,short,3,0.024076550000000002,360d,1.0,86.0,0.05973348564219216,2852
balance_wisdomtree,long,8,715.2196225232001,60d,1.0,50.0,0.059620939168544274,618
balance_bhutan_government,long,85,12372.2771847705,720d,1.0,252.0,0.058810596546487126,1678
cyd_account_based_supply_adjusted,long,9,188.88196987594057,360d,1.0,296.0,0.058691156354997,3284
reserve_risk,long,9,0.0010298367540191474,360d,1.0,296.0,0.058691156354997,3284
cyd_supply_adjusted,long,9,152.0914051292158,360d,1.0,296.0,0.058691156354997,3284
lth_profit_sum,long,9,8238407.4456904,360d,1.0,296.0,0.058691156354997,3284
active_more_1y_percent,long,91,0.6804542114109917,360d,1.0,296.0,0.058691156354997,3284
active_more_2y_percent,long,91,0.5536044275630354,360d,1.0,296.0,0.058691156354997,3284
balance_franklin_templeton,long,8,2406.9994915800003,30d,1.0,51.0,0.05867409081193997,616
stock_to_flow_deflection,short,4,0.08797507720564209,120d,1.0,132.0,0.058548756829848836,3284
supply_balance_1k_10k,long,93,3501679.0714662657,60d,1.0,230.0,0.057367380926652056,3284
balance_tether_treasury,long,6,0.0242419,120d,1.0,189.0,0.057018940770894866,2852
inscriptions_size_sum,long,70,3899024699.4166665,360d,1.0,705.0,0.05682459756972877,1008
inscriptions_size_sum,long,70,3899024699.4166665,720d,1.0,705.0,0.05682459756972877,1008
inscriptions_count_sum,long,70,12738973.4,360d,1.0,705.0,0.05682459756972877,1008
inscriptions_count_sum,long,70,12738973.4,720d,1.0,705.0,0.05682459756972877,1008
balance_bhutan_government,long,90,12820.499391357,360d,1.0,168.0,0.05671055694149052,1678
cyd_account_based_supply_adjusted,long,7,187.13930010249496,120d,1.0,230.0,0.056638061178232446,3284
balance_tether_treasury,short,2,0.024076550000000002,720d,1.0,58.0,0.05564489867830802,2852
inscriptions_size_sum,long,9,898917012.5333333,60d,1.0,91.0,0.05557484406718305,1008
inscriptions_count_sum,long,9,79438.53833333332,60d,1.0,91.0,0.05557484406718305,1008
gini_capacity_distribution,short,96,0.9707049195622303,120d,1.0,57.0,0.055454926843003904,1429
us_spot_etf_balances_all,long,50,174842.10785576073,360d,1.0,305.0,0.05455510115908915,610
us_spot_etf_balances_all,long,50,174842.10785576073,720d,1.0,305.0,0.05455510115908915,610
balance_blackrock,long,50,447280.68062173,360d,1.0,312.0,0.05393025042313743,621
balance_blackrock,long,50,447280.68062173,720d,1.0,312.0,0.05393025042313743,621
balance_vaneck,long,50,13038.05663377,360d,1.0,312.0,0.05393025042313743,621
balance_vaneck,long,50,13038.05663377,720d,1.0,312.0,0.05393025042313743,621
min_10_count,long,92,155840.16,720d,1.0,263.0,0.05381763499228609,3284
cyd_account_based_supply_adjusted,long,8,187.97089812727646,720d,1.0,263.0,0.05381763499228609,3284
reserve_risk,long,8,0.0010081888168230412,720d,1.0,263.0,0.05381763499228609,3284
cyd_supply_adjusted,long,8,150.222942970072,720d,1.0,263.0,0.05381763499228609,3284
active_more_1y_percent,long,92,0.6833917809698691,720d,1.0,263.0,0.05381763499228609,3284
active_more_2y_percent,long,92,0.556042189722976,720d,1.0,263.0,0.05381763499228609,3284
active_more_3y_percent,long,8,0.2719424660599393,720d,1.0,263.0,0.05381763499228609,3284
active_5y_7y,long,92,1799651.9417395373,720d,1.0,263.0,0.05381763499228609,3284
options_atm_implied_volatility_3_months,short,3,38.38760441108501,360d,1.0,51.0,0.053567689983693545,1674
options_atm_implied_volatility_6_months,short,3,42.80665053202417,360d,1.0,51.0,0.053567689983693545,1674
balance_bitwise,long,50,38254.10390989,360d,1.0,312.0,0.053497138072227224,623
balance_bitwise,long,50,38254.10390989,720d,1.0,312.0,0.053497138072227224,623
options_open_interest_put_call_ratio,short,3,0.41965987839907687,360d,1.0,51.0,0.05347225376790399,1675
balance_paypal,long,90,6316.327992559,360d,1.0,180.0,0.052739447390334315,1800
balance_tesla,short,3,11509.30271486,360d,1.0,51.0,0.05256631698542391,1696
cyd_account_based_supply_adjusted,long,8,187.97089812727646,360d,1.0,263.0,0.05178968515491322,3284
reserve_risk,long,8,0.0010081888168230412,360d,1.0,263.0,0.05178968515491322,3284
cyd_supply_adjusted,long,8,150.222942970072,360d,1.0,263.0,0.05178968515491322,3284
lth_profit_sum,long,8,8107172.144063505,360d,1.0,263.0,0.05178968515491322,3284
active_more_1y_percent,long,92,0.6833917809698691,360d,1.0,263.0,0.05178968515491322,3284
active_more_2y_percent,long,92,0.556042189722976,360d,1.0,263.0,0.05178968515491322,3284
active_5y_7y,long,92,1799651.9417395373,360d,1.0,263.0,0.05178968515491322,3284
