indicator,percentile,threshold,correlation_type,correlation_value,bull_return,bull_excess,bull_sharpe,bull_drawdown,bear_return,bear_excess,bear_sharpe,bear_drawdown,sideways_return,sideways_excess,sideways_sharpe,sideways_drawdown,avg_excess,min_excess,max_drawdown,max_rank_ic,max_pearson_ic
futures_vd,40,-0.97798458,positive,0.0472104035867158,201.77978904231148,199.37741499070967,16.942379056077026,-0.31089334305790484,32.16673031943029,32.56804222148076,13.76783882873716,-0.15036352311206452,2.875901950230288,2.7559285160765876,8.154498562348468,-0.14082701754346735,78.23379524275568,2.7559285160765876,-0.31089334305790484,0.18660399711204162,0.13607025922888796
futures_vd,60,0.8671431,positive,0.0472104035867158,193.4576898714783,191.05531581987648,18.924710960806777,-0.31478093621777903,29.07010702288537,29.471418924935836,15.692767876886625,-0.0787559290904402,2.868452786049646,2.748479351895946,9.272943937879385,-0.14859713083372247,74.42507136556942,2.748479351895946,-0.31478093621777903,0.18660399711204162,0.13607025922888796
futures_vd_perpetual,30,-6.99856178,positive,0.04682529630074021,165.94342157852745,163.54104752692564,13.584723689504798,-0.29981614972812165,37.30504761736384,37.706359519414306,11.655804453922892,-0.225142868840849,2.0073141881127503,1.88734075395905,5.609476037839391,-0.14736073457904103,67.71158260009967,1.88734075395905,-0.29981614972812165,0.18345691405214662,0.13486442414054792
futures_vd_perpetual,70,6.105606364631349,positive,0.04682529630074021,156.69616694865334,154.29379289705153,19.57449565682824,-0.30402840323684005,38.687399128761854,39.08871103081232,16.464801229005108,-0.08818522333869243,2.1230634938837367,2.0030900597300363,9.297474772560474,-0.15834444325209313,65.12853132919797,2.0030900597300363,-0.30402840323684005,0.18345691405214662,0.13486442414054792
futures_liquidated_volume_long_sum,70,0.15,negative,-0.058311292686029664,129.30871901988777,126.90634496828595,17.810620277168596,-0.1526739696076732,57.39726169097346,57.798573593023924,20.394163747761816,-0.04426483566029942,2.237132410038903,2.1171589758852027,8.10122612602543,-0.12984389292803522,62.27402584573169,2.1171589758852027,-0.1526739696076732,-0.1444247876130538,-0.1545331782084754
futures_liquidated_volume_long_sum,80,1.381441607235711,negative,-0.058311292686029664,119.68012009452053,117.27774604291871,15.437664552008703,-0.19651383433081007,59.30424712539346,59.705559027443925,18.15733970677023,-0.047566093391536564,1.9479024975349741,1.827929063381274,6.4676058305116255,-0.20800227613811215,59.60374471124797,1.827929063381274,-0.20800227613811215,-0.1444247876130538,-0.1545331782084754
spot_vd_sum,10,-172.28898568031988,positive,0.13630643296498954,103.98871892848429,101.58634487688246,12.130535952787852,-0.2731849756976488,57.8289987069966,58.230310609047066,14.085624737155639,-0.12584366466652963,1.8192375923417083,1.6992641581880081,5.180757839125423,-0.12043537624949908,53.83863988137251,1.6992641581880081,-0.2731849756976488,0.2888978539130322,0.3389161114074334
futures_liquidated_volume_long_mean,70,0.046,negative,-0.01375638062637546,102.56125649579941,100.15888244419759,16.754311318218605,-0.16598594600577177,51.76136356083939,52.16267546288986,19.905611982011944,-0.04426483566029942,2.033922922757188,1.9139494886034878,7.62592901428926,-0.13631514290442795,51.41183579856365,1.9139494886034878,-0.16598594600577177,-0.13736171038406983,-0.03334660886388541
futures_liquidated_volume_short_sum,70,0.272,positive,0.06609458308376724,102.4600272271432,100.05765317554138,12.888752468112902,-0.1857075612939016,46.30005277901482,46.701364681065286,13.033120824190112,-0.43420587486825335,1.973569363340245,1.8535959291865447,6.084792011148788,-0.1456936947880388,49.537537928597736,1.8535959291865447,-0.43420587486825335,0.14458690380537553,0.10165838686621301
futures_liquidated_volume_short_sum,80,1.4871004456366606,positive,0.06609458308376724,95.66606367895234,93.26368962735052,14.038015449401685,-0.162271025467533,43.74129752360128,44.14260942565175,13.638512075064499,-0.4245053492036952,1.6455188940994998,1.5255454599457996,6.030292969150162,-0.118970215597523,46.310614837649354,1.5255454599457996,-0.4245053492036952,0.14458690380537553,0.10165838686621301
futures_liquidated_volume_long_sum,85,3.3522955814372732,negative,-0.058311292686029664,88.54957176361687,86.14719771201504,13.550696777258302,-0.19910755171433525,45.60982695116423,46.011138853214696,15.818312416757465,-0.062408966527325783,1.7420882131243727,1.6221147789706725,5.650431825656648,-0.18716776117229836,44.593483781400145,1.6221147789706725,-0.19910755171433525,-0.1444247876130538,-0.1545331782084754
spot_vd_sum,90,169.89066041135166,positive,0.13630643296498954,77.81964889775004,75.41727484614822,20.201996364003868,-0.07564198690899399,55.95809357958037,56.35940548163084,19.852707551709095,-0.03475057389870922,1.4267076904681946,1.3067342563144944,8.205227885197097,-0.1071268674983734,44.361138194697844,1.3067342563144944,-0.1071268674983734,0.2888978539130322,0.3389161114074334
spot_vd_sum,9,-187.3946455974512,positive,0.13630643296498954,84.3692099664112,81.96683591480938,11.515244698797941,-0.27257188461665127,47.462847507526504,47.86415940957697,13.313095059468433,-0.13154402932227688,1.6612350483219207,1.5412616141682205,4.860697627961651,-0.1278097411363389,43.79075231285152,1.5412616141682205,-0.27257188461665127,0.2888978539130322,0.3389161114074334
futures_liquidated_volume_long_mean,60,0.005,negative,-0.01375638062637546,82.13759874138229,79.73522468978047,18.115612927382625,-0.11619553076608112,40.78543041848209,41.18674232053256,20.305852478475053,-0.04426483566029942,2.0123353741674244,1.8923619400137242,8.37666774547224,-0.07473329747758617,40.93810965010892,1.8923619400137242,-0.11619553076608112,-0.13736171038406983,-0.03334660886388541
futures_liquidated_volume_long_sum,60,0.0063460542141783975,negative,-0.058311292686029664,81.5408740940699,79.13850004246808,18.132370612976665,-0.12909740295602917,40.57801802838127,40.97932993043174,20.289407416673182,-0.04426483566029942,2.036178517697142,1.9162050835434419,8.438704326610447,-0.06495672338758682,40.67801168548109,1.9162050835434419,-0.12909740295602917,-0.1444247876130538,-0.1545331782084754
spot_vd_sum,8,-205.42091902016728,positive,0.13630643296498954,67.06273093561462,64.6603568840128,10.853700686158485,-0.31150732909507284,41.258549787560085,41.65986168961055,12.694076939940995,-0.1273110829824899,1.5039405222241387,1.3839670880704384,4.5214281346926475,-0.13927108423505904,35.901395220564595,1.3839670880704384,-0.31150732909507284,0.2888978539130322,0.3389161114074334
futures_liquidated_volume_short_mean,70,0.06195540061337922,positive,0.05185208304840484,70.11303332461561,67.71065927301379,12.039145265275746,-0.2187774236141766,37.47765872789547,37.87897062994593,12.247255999147098,-0.44663840434640456,1.771252003748696,1.6512785695949959,5.72920284780141,-0.11532974626480333,35.746969490851576,1.6512785695949959,-0.44663840434640456,0.13517383953351803,0.07275034498244264
spot_vd_sum,91,184.1065320583587,positive,0.13630643296498954,58.51614010291063,56.113766051308815,19.49061813311583,-0.07780556423641338,46.9311452646189,47.332457166669364,19.18373471985043,-0.03475057389870895,1.2894180938143545,1.1694446596606543,7.855027249155014,-0.10188281729196556,34.87188929254628,1.1694446596606543,-0.10188281729196556,0.2888978539130322,0.3389161114074334
