indicator,percentile,threshold,bull_return,bull_excess,bull_sharpe,bear_return,bear_excess,bear_sharpe,sideways_return,sideways_excess,sideways_sharpe,avg_return,avg_excess
gini_capacity_distribution,90,0.9701658694128945,-0.003534041743349957,1.004084497674771,-0.5309229648742578,0.4328638944758774,0.24843979372913796,1.2419434541513934,0.0,0.24036857100231196,0.0,0.14310995091084247,0.497630954135407
active_2y_3y,91,2856492.003001839,0.02474168756219295,1.0323602269803138,0.2831936236379747,0.22227179844347705,0.0378476976967376,0.8828878692624768,0.17673153499169805,0.41710010599401004,0.5069438539851409,0.141248340332456,0.4957693435570205
purpose_etf_holdings_sum,9,20738.8388201,-0.0473544459735946,0.9602640934445263,-0.45033040082879516,0.46989893535979277,0.28547483461305334,1.563686295757294,0.0,0.24036857100231196,0.0,0.14084816312873272,0.49536916635329725
options_25delta_skew_3_months,50,-0.028728649854701464,-0.03925325154868659,0.9683652878694343,-0.15322664074481204,0.26712498779344734,0.08270088704670789,0.5071720217097476,0.18871067442727166,0.42907924542958364,0.4396505450692239,0.13886080355734412,0.4933818067819087
active_2y_3y,95,3020444.656498868,0.021663141901626357,1.0292816813197474,0.5003275062487477,0.2448745591068664,0.06045045836012694,1.2466823293449085,0.1489454255586342,0.3893139965609461,0.4662864441381963,0.13849437552237565,0.49301537874694007
active_2y_3y,93,2953685.868978289,0.022725587689529675,1.0303441271076506,0.2661111709468279,0.18953500134569234,0.005110900598952889,0.8518117383382,0.19572184009773258,0.43609041110004454,0.5633021203889096,0.1359941430443182,0.49051514626888265
node_connectivity,50,4212.0,0.0099431133884895,1.0175616528066105,0.04546849463582764,0.2678709532316207,0.08344685248488123,0.5080467208418488,0.12799896241215766,0.3683675334144696,0.5623804866395455,0.13527100967742264,0.4897920129019871
options_25delta_skew_1_week,40,0.012743383504909583,-0.15071441555872345,0.8569041238593975,-0.5475473334506712,0.4954030828956899,0.3109789821489505,1.0202484331226012,0.05912706824450604,0.299495639246818,0.15156293880072488,0.13460524519382416,0.4891262484183887
purpose_etf_holdings_sum,7,19901.5569,-0.036234282009655706,0.9713842574084652,-0.3927898679886274,0.4394267759231136,0.2550026751763741,1.52685439463909,0.0,0.24036857100231196,0.0,0.1343974979711526,0.4889185011957171
options_25delta_skew_6_months,70,-0.013599928234681806,-0.054611658480258375,0.9530068809378626,-0.16308076778662028,0.2678709532316207,0.08344685248488123,0.5080467208418488,0.18918593433501857,0.42955450533733053,0.4127279677355613,0.1341484096954603,0.4886694129200248
balance_robinhood,91,154805.05456163202,0.0,1.007618539418121,0.0,0.4017198545973601,0.21729575385062064,1.1376694519789157,0.0,0.24036857100231196,0.0,0.13390661819912003,0.4884276214236845
svl_2y_3y,70,1162.27880775,-0.1343906934817106,0.8732278459364103,-0.5778931706719146,0.28447496976664455,0.10005086901990509,0.8023505179888965,0.24596291525845176,0.4863314862607637,0.582983724570908,0.13201573051446192,0.48653673373902634
options_25delta_skew_6_months,40,-0.05983246185959283,-0.04009156290481277,0.9675269765133082,-0.1903660828610213,0.26229230590389513,0.07786820515715567,0.49783606420837406,0.17297821105599956,0.41334678205831155,0.4877855230520231,0.13172631801836063,0.4862473212429251
